# fft_1d
-0.484375  2.42696e-15  1.55998e-15
-0.46875  1.38149e-15  -4.1537e-16
-0.453125  2.65897e-15  -2.36729e-15
-0.4375  2.17552e-15  3.40084e-16
-0.421875  3.5901e-15  1.58116e-16
-0.40625  2.52552e-15  -1.48024e-15
-0.390625  1.16839e-15  -1.16191e-15
-0.375  1.93776e-15  9.94043e-16
-0.359375  3.26788e-15  -6.35096e-16
-0.34375  1.94078e-15  -1.87806e-15
-0.328125  3.71231e-15  -2.10753e-15
-0.3125  3.1e-15  2.76372e-15
-0.296875  9.57262e-16  -1.45279e-16
-0.28125  3.24927e-15  3.10574e-15
-0.265625  1.67016e-15  -4.00012e-16
-0.25  9.84849e-16  -2.25569e-16
-0.234375  1.28542e-15  6.69401e-16
-0.21875  1.87344e-15  1.15038e-15
-0.203125  6.47247e-15  3.58984e-15
-0.1875  6.16384e-14  3.59688e-14
-0.171875  5.51771e-13  2.83543e-13
-0.15625  4.7625e-12  2.24709e-12
-0.140625  4.17869e-11  1.7867e-11
-0.125  3.7376e-10  1.4303e-10
-0.109375  3.42595e-09  1.15417e-09
-0.09375  3.24353e-08  9.41547e-09
-0.078125  3.21054e-07  7.80099e-08
-0.0625  3.39156e-06  6.61661e-07
-0.046875  3.97639e-05  5.83458e-06
-0.03125  0.000566065  5.54841e-05
-0.015625  0.0131622  0.000645839
0  1.71065  0
0.015625  0.0131622  -0.000645839
0.03125  0.000566065  -5.54841e-05
0.046875  3.97639e-05  -5.83458e-06
0.0625  3.39156e-06  -6.61661e-07
0.078125  3.21054e-07  -7.80099e-08
0.09375  3.24353e-08  -9.41547e-09
0.109375  3.42595e-09  -1.15417e-09
0.125  3.7376e-10  -1.4303e-10
0.140625  4.17869e-11  -1.7867e-11
0.15625  4.7625e-12  -2.24709e-12
0.171875  5.51774e-13  -2.83545e-13
0.1875  6.16384e-14  -3.59688e-14
0.203125  6.47593e-15  -3.59182e-15
0.21875  1.87381e-15  -1.15056e-15
0.234375  1.28427e-15  -6.74525e-16
0.25  9.84849e-16  2.25569e-16
0.265625  1.67352e-15  3.95774e-16
0.28125  3.24961e-15  -3.10605e-15
0.296875  9.55432e-16  1.43386e-16
0.3125  3.1e-15  -2.76372e-15
0.328125  3.71209e-15  2.10541e-15
0.34375  1.94061e-15  1.87792e-15
0.359375  3.26554e-15  6.32253e-16
0.375  1.93776e-15  -9.94043e-16
0.390625  1.16551e-15  1.15894e-15
0.40625  2.52538e-15  1.48006e-15
0.421875  3.58949e-15  -1.60399e-16
0.4375  2.17552e-15  -3.40088e-16
0.453125  2.65726e-15  2.36535e-15
0.46875  1.38131e-15  4.14771e-16
0.484375  2.43388e-15  -1.57282e-15

