####px1,px2,py1,py2,Lq,numOfBand ####
-0.5   0.5   -0.5   0.5   32   8
############################################
1.28052  -0.0630475   -0.0630475   1.28443  0.0618085   0.0618085   2.20085  -0.25875   -0.25875   2.218  0.287975   0.287975   2.48278  -0.321898   -0.321898   2.50436  0.365988   0.365988   3.27592  -1.00599   -1.00599   3.30288  -0.862916   -0.862916   
1.27811  -0.0289837   -0.0822439   1.28676  0.0277721   0.0784215   2.19137  -0.108017   -0.309553   2.22929  0.135404   0.396303   2.47089  -0.122992   -0.394305   2.51899  0.169079   0.524421   3.22277  -0.0655692   -1.96104   3.29331  -1.98163   -0.0989542   
1.27556  -0.018801   -0.0796945   1.28915  0.0176427   0.0729993   2.18229  -0.0627485   -0.26657   2.24194  0.0863868   0.408253   2.45898  -0.0554628   -0.363713   2.53621  0.10559   0.572726   3.16119  -0.0157982   -1.95307   3.29084  -1.98193   -0.071094   
1.27318  -0.0143796   -0.0722925   1.29127  0.013298   0.0623328   2.17491  -0.0432712   -0.204119   2.25457  0.0611505   0.396817   2.44826  -0.0187879   -0.322034   2.55453  0.0750408   0.595366   3.10157  -0.00720385   -1.85387   3.28873  -1.90578   -0.0621807   
1.27108  -0.0120629   -0.0619388   1.29301  0.0110773   0.0483399   2.16965  -0.0333825   -0.130738   2.26658  0.0434362   0.369695   2.43888  0.00755291   -0.277786   2.57312  0.0568609   0.58861   3.04582  -0.00408531   -1.70578   3.28708  -1.84063   -0.0411485   
1.26933  -0.0107587   -0.0493809   1.29427  0.00988382   0.0319213   2.16681  -0.0281921   -0.0499142   2.27754  0.0284674   0.329992   2.4309  0.0296061   -0.232645   2.59082  0.0447069   0.533884   2.99555  -0.00198112   -1.49979   3.28625  -1.82033   -0.0113111   
1.26801  -0.0100467   -0.035181   1.29499  0.00929192   0.0139195   2.16658  -0.0258021   0.0356012   2.2871  0.0147937   0.28034   2.42435  0.0493528   -0.186965   2.60568  0.0358664   0.401259   2.95295  0.000314213   -1.20969   3.28635  -1.85542   0.0161038   
1.26714  -0.00974866   -0.0198611   1.29513  0.00911771   -0.00477009   2.16906  -0.0254196   0.123088   2.29499  0.00257427   0.223258   2.41923  0.0669516   -0.140628   2.61476  0.0289119   0.160519   2.92113  0.00337018   -0.807069   3.28711  -1.93361   0.0298405   
1.26677  -0.00979977   -0.0039337   1.29469  0.00929108   -0.0232225   2.17426  -0.0268058   0.209639   2.301  -0.0068786   0.160917   2.41557  0.0813658   -0.0931681   2.61468  0.0233232   -0.176085   2.90358  0.00725456   -0.304823   3.28802  -2.02433   0.0255491   
1.2669  -0.0102101   0.0120896   1.29369  0.0098172   -0.0405376   2.18211  -0.0301342   0.291999   2.30501  -0.0113656   0.0947772   2.41342  0.090708   -0.0436431   2.60373  0.0196218   -0.514918   2.90214  0.0112953   0.203772   3.28856  -2.09539   0.00667423   
1.26752  -0.011067   0.0276925   1.29218  0.0107794   -0.0558965   2.19243  -0.036064   0.366368   2.30689  -0.00819252   0.0253035   2.41288  0.0927098   0.00958925   2.5836  0.018819   -0.752083   2.91527  0.0146605   0.616162   3.2883  -2.12319   -0.0270202   
1.26862  -0.0125817   0.0423424   1.29022  0.0123856   -0.0685983   2.20488  -0.0460714   0.428109   2.30655  0.00538996   -0.0479942   2.41409  0.0853212   0.0690801   2.55807  0.0218438   -0.861901   2.93938  0.0171043   0.908825   3.28625  -2.029   -0.130315   
