# dimension:  2
# structure:  hexa
# how many levels of k are coupled?  12
# how many lowest eigenvals are calcualted?  6
# loopOrRect:  R
# how many k-points are given in unit-length scale?  60
-0.5  -0.5  0.948684  1.18762  1.80093  2.16386  2.55194  2.88795  
-0.5  -0.483333  0.948802  1.1874  1.8011  2.16341  2.55301  2.88786  
-0.5  -0.466667  0.949154  1.18675  1.80159  2.16208  2.55618  2.88762  
-0.5  -0.45  0.949739  1.18568  1.80237  2.16  2.5613  2.88727  
-0.5  -0.433333  0.950556  1.18418  1.80339  2.15734  2.56816  2.88687  
-0.5  -0.416667  0.951602  1.18229  1.8046  2.15433  2.57645  2.88652  
-0.5  -0.4  0.952873  1.18002  1.80592  2.15122  2.58582  2.88636  
-0.5  -0.383333  0.954365  1.17739  1.80726  2.14828  2.59585  2.88656  
-0.5  -0.366667  0.956072  1.17443  1.80851  2.14576  2.6061  2.88737  
-0.5  -0.35  0.957988  1.17117  1.80959  2.14391  2.61605  2.88905  
-0.5  -0.333333  0.960107  1.16762  1.8104  2.14293  2.62518  2.89192  
-0.5  -0.316667  0.962419  1.16383  1.81086  2.14303  2.63294  2.89632  
-0.5  -0.3  0.964915  1.15983  1.8109  2.14435  2.63883  2.90256  
-0.5  -0.283333  0.967584  1.15564  1.81048  2.14699  2.64243  2.91084  
-0.5  -0.266667  0.970414  1.15129  1.80959  2.15102  2.64348  2.92127  
-0.5  -0.25  0.973391  1.14682  1.80825  2.15646  2.64188  2.93375  
-0.5  -0.233333  0.976497  1.14226  1.80648  2.1633  2.63767  2.94805  
-0.5  -0.216667  0.979716  1.13764  1.80436  2.17146  2.63104  2.96382  
-0.5  -0.2  0.983024  1.13299  1.80196  2.18088  2.62223  2.98064  
-0.5  -0.183333  0.986396  1.12836  1.79935  2.19145  2.61152  2.99802  
-0.5  -0.166667  0.989802  1.12378  1.79664  2.20303  2.59924  3.01548  
-0.5  -0.15  0.993206  1.1193  1.79389  2.21547  2.58568  3.03251  
-0.5  -0.133333  0.996564  1.11496  1.79121  2.22859  2.57118  3.03999  
-0.5  -0.116667  0.999824  1.11082  1.78866  2.24218  2.55609  3.03228  
-0.5  -0.1  1.00292  1.10696  1.78632  2.25597  2.54077  3.02564  
-0.5  -0.0833333  1.00579  1.10344  1.78423  2.26962  2.52567  3.02006  
-0.5  -0.0666667  1.00833  1.10036  1.78246  2.28264  2.51135  3.01552  
-0.5  -0.05  1.01046  1.09782  1.78103  2.29441  2.49851  3.01202  
-0.5  -0.0333333  1.01207  1.09591  1.78  2.30403  2.48808  3.00953  
-0.5  -0.0166667  1.01308  1.09472  1.77937  2.31046  2.48115  3.00805  
-0.5  0  1.01342  1.09432  1.77915  2.31274  2.4787  3.00755  
-0.5  0.0166667  1.01308  1.09472  1.77937  2.31046  2.48115  3.00805  
-0.5  0.0333333  1.01207  1.09591  1.78  2.30403  2.48808  3.00953  
-0.5  0.05  1.01046  1.09782  1.78103  2.29441  2.49851  3.01202  
-0.5  0.0666667  1.00833  1.10036  1.78246  2.28264  2.51135  3.01552  
-0.5  0.0833333  1.00579  1.10344  1.78423  2.26962  2.52567  3.02006  
-0.5  0.1  1.00292  1.10696  1.78632  2.25597  2.54077  3.02564  
-0.5  0.116667  0.999824  1.11082  1.78866  2.24218  2.55609  3.03228  
-0.5  0.133333  0.996564  1.11496  1.79121  2.22859  2.57118  3.03999  
-0.5  0.15  0.993206  1.1193  1.79389  2.21547  2.58568  3.03251  
-0.5  0.166667  0.989802  1.12378  1.79664  2.20303  2.59924  3.01548  
-0.5  0.183333  0.986396  1.12836  1.79935  2.19145  2.61152  2.99802  
-0.5  0.2  0.983024  1.13299  1.80196  2.18088  2.62223  2.98064  
-0.5  0.216667  0.979716  1.13764  1.80436  2.17146  2.63104  2.96382  
-0.5  0.233333  0.976497  1.14226  1.80648  2.1633  2.63767  2.94805  
-0.5  0.25  0.973391  1.14682  1.80825  2.15646  2.64188  2.93375  
-0.5  0.266667  0.970414  1.15129  1.80959  2.15102  2.64348  2.92127  
-0.5  0.283333  0.967584  1.15564  1.81048  2.14699  2.64243  2.91084  
-0.5  0.3  0.964915  1.15983  1.8109  2.14435  2.63883  2.90256  
-0.5  0.316667  0.962419  1.16383  1.81086  2.14303  2.63294  2.89632  
-0.5  0.333333  0.960107  1.16762  1.8104  2.14293  2.62518  2.89192  
-0.5  0.35  0.957988  1.17117  1.80959  2.14391  2.61605  2.88905  
-0.5  0.366667  0.956072  1.17443  1.80851  2.14576  2.6061  2.88737  
-0.5  0.383333  0.954365  1.17739  1.80726  2.14828  2.59585  2.88656  
-0.5  0.4  0.952873  1.18002  1.80592  2.15122  2.58582  2.88636  
-0.5  0.416667  0.951602  1.18229  1.8046  2.15433  2.57645  2.88652  
-0.5  0.433333  0.950556  1.18418  1.80339  2.15734  2.56816  2.88687  
-0.5  0.45  0.949739  1.18568  1.80237  2.16  2.5613  2.88727  
-0.5  0.466667  0.949154  1.18675  1.80159  2.16208  2.55618  2.88762  
-0.5  0.483333  0.948802  1.1874  1.8011  2.16341  2.55301  2.88786  

-0.483333  -0.5  0.956201  1.17479  1.79758  2.18229  2.54694  2.91493  
-0.483333  -0.483333  0.956301  1.17461  1.79776  2.1817  2.54811  2.9148  
-0.483333  -0.466667  0.956599  1.17408  1.79827  2.17998  2.55157  2.91441  
-0.483333  -0.45  0.957095  1.1732  1.79911  2.17728  2.55715  2.91379  
-0.483333  -0.433333  0.957786  1.17198  1.80022  2.17379  2.56461  2.913  
-0.483333  -0.416667  0.958669  1.17044  1.80155  2.16978  2.57361  2.91213  
-0.483333  -0.4  0.959739  1.1686  1.80302  2.16554  2.58378  2.91129  
-0.483333  -0.383333  0.960991  1.16646  1.80455  2.16135  2.5947  2.91065  
-0.483333  -0.366667  0.962419  1.16407  1.80604  2.15749  2.60588  2.91039  
-0.483333  -0.35  0.964015  1.16143  1.8074  2.15423  2.61684  2.91078  
-0.483333  -0.333333  0.96577  1.15858  1.80852  2.1518  2.62703  2.9121  
-0.483333  -0.316667  0.967675  1.15555  1.80933  2.15041  2.6359  2.91469  
-0.483333  -0.3  0.969718  1.15235  1.80975  2.15021  2.6429  2.91887  
-0.483333  -0.283333  0.971887  1.14903  1.80973  2.15132  2.64757  2.92488  
-0.483333  -0.266667  0.974167  1.1456  1.80923  2.15384  2.64957  2.93287  
-0.483333  -0.25  0.976542  1.14211  1.80826  2.15779  2.64874  2.94281  
-0.483333  -0.233333  0.978994  1.13857  1.80685  2.16316  2.64511  2.9545  
-0.483333  -0.216667  0.981504  1.13502  1.80504  2.1699  2.63884  2.96757  
-0.483333  -0.2  0.984048  1.13149  1.80291  2.17794  2.63022  2.98158  
