# dimension:  2
# structure:  kagome
# how many levels of k are coupled?  20
# how many lowest eigenvals are calcualted?  6
# loopOrRect:  R
# how many k-points are given in unit-length scale?  60
-0.5  -0.5  4.87359  5.0404  5.1576  6.58171  7.09895  7.48771  
-0.5  -0.483333  4.87368  5.04026  5.15761  6.58195  7.09897  7.48787  
-0.5  -0.466667  4.87394  5.03987  5.15763  6.58265  7.09904  7.48835  
-0.5  -0.45  4.87438  5.03921  5.15766  6.58382  7.09912  7.48917  
-0.5  -0.433333  4.87499  5.0383  5.15771  6.58546  7.09914  7.49036  
-0.5  -0.416667  4.87577  5.03714  5.15776  6.58757  7.09904  7.49199  
-0.5  -0.4  4.87672  5.03574  5.15782  6.59017  7.09872  7.49411  
-0.5  -0.383333  4.87783  5.03412  5.15787  6.59325  7.09807  7.4968  
-0.5  -0.366667  4.87911  5.03229  5.15792  6.59682  7.09697  7.50013  
-0.5  -0.35  4.88054  5.03026  5.15796  6.60088  7.0953  7.50417  
-0.5  -0.333333  4.88212  5.02805  5.15798  6.60544  7.09292  7.501  
-0.5  -0.316667  4.88384  5.02567  5.15799  6.6105  7.08973  7.49704  
-0.5  -0.3  4.88571  5.02314  5.15798  6.61605  7.08564  7.49282  
-0.5  -0.283333  4.8877  5.02047  5.15795  6.62209  7.08056  7.4884  
-0.5  -0.266667  4.88981  5.01769  5.1579  6.62861  7.07446  7.48387  
-0.5  -0.25  4.89203  5.01481  5.15783  6.63559  7.06734  7.47929  
-0.5  -0.233333  4.89435  5.01185  5.15774  6.64303  7.05923  7.47475  
-0.5  -0.216667  4.89675  5.00883  5.15763  6.65089  7.0502  7.47033  
-0.5  -0.2  4.89922  5.00577  5.15751  6.65913  7.04034  7.46609  
-0.5  -0.183333  4.90173  5.0027  5.15737  6.6677  7.02978  7.46208  
-0.5  -0.166667  4.90427  4.99964  5.15723  6.67656  7.01869  7.45835  
-0.5  -0.15  4.9068  4.99662  5.15708  6.6856  7.00725  7.45493  
-0.5  -0.133333  4.9093  4.99368  5.15694  6.69473  6.99566  7.45183  
-0.5  -0.116667  4.91173  4.99087  5.1568  6.70381  6.98415  7.44908  
-0.5  -0.1  4.91404  4.98822  5.15667  6.71267  6.97301  7.44669  
-0.5  -0.0833333  4.91618  4.98579  5.15655  6.72107  6.96253  7.44466  
-0.5  -0.0666667  4.91807  4.98366  5.15645  6.72872  6.95307  7.443  
-0.5  -0.05  4.91965  4.98189  5.15637  6.73529  6.94504  7.44171  
-0.5  -0.0333333  4.92085  4.98055  5.15631  6.74039  6.93887  7.44078  
-0.5  -0.0166667  4.92161  4.97972  5.15627  6.74364  6.93496  7.44023  
-0.5  0  4.92186  4.97944  5.15626  6.74476  6.93362  7.44005  
-0.5  0.0166667  4.92161  4.97972  5.15627  6.74364  6.93496  7.44023  
-0.5  0.0333333  4.92085  4.98055  5.15631  6.74039  6.93887  7.44078  
-0.5  0.05  4.91965  4.98189  5.15637  6.73529  6.94504  7.44171  
-0.5  0.0666667  4.91807  4.98366  5.15645  6.72872  6.95307  7.443  
-0.5  0.0833333  4.91618  4.98579  5.15655  6.72107  6.96253  7.44466  
-0.5  0.1  4.91404  4.98822  5.15667  6.71267  6.97301  7.44669  
-0.5  0.116667  4.91173  4.99087  5.1568  6.70381  6.98415  7.44908  
-0.5  0.133333  4.9093  4.99368  5.15694  6.69473  6.99566  7.45183  
-0.5  0.15  4.9068  4.99662  5.15708  6.6856  7.00725  7.45493  
-0.5  0.166667  4.90427  4.99964  5.15723  6.67656  7.01869  7.45835  
-0.5  0.183333  4.90173  5.0027  5.15737  6.6677  7.02978  7.46208  
-0.5  0.2  4.89922  5.00577  5.15751  6.65913  7.04034  7.46609  
-0.5  0.216667  4.89675  5.00883  5.15763  6.65089  7.0502  7.47033  
-0.5  0.233333  4.89435  5.01185  5.15774  6.64303  7.05923  7.47475  
-0.5  0.25  4.89203  5.01481  5.15783  6.63559  7.06734  7.47929  
-0.5  0.266667  4.88981  5.01769  5.1579  6.62861  7.07446  7.48387  
-0.5  0.283333  4.8877  5.02047  5.15795  6.62209  7.08056  7.4884  
-0.5  0.3  4.88571  5.02314  5.15798  6.61605  7.08564  7.49282  
-0.5  0.316667  4.88384  5.02567  5.15799  6.6105  7.08973  7.49704  
-0.5  0.333333  4.88212  5.02805  5.15798  6.60544  7.09292  7.501  
-0.5  0.35  4.88054  5.03026  5.15796  6.60088  7.0953  7.50417  
-0.5  0.366667  4.87911  5.03229  5.15792  6.59682  7.09697  7.50013  
-0.5  0.383333  4.87783  5.03412  5.15787  6.59325  7.09807  7.4968  
-0.5  0.4  4.87672  5.03574  5.15782  6.59017  7.09872  7.49411  
-0.5  0.416667  4.87577  5.03714  5.15776  6.58757  7.09904  7.49199  
-0.5  0.433333  4.87499  5.0383  5.15771  6.58546  7.09914  7.49036  
-0.5  0.45  4.87438  5.03921  5.15766  6.58382  7.09912  7.48917  
-0.5  0.466667  4.87394  5.03987  5.15763  6.58265  7.09904  7.48835  
-0.5  0.483333  4.87368  5.04026  5.15761  6.58195  7.09897  7.48787  

-0.483333  -0.5  4.87928  5.03242  5.1574  6.60148  7.0803  7.5042  
-0.483333  -0.483333  4.87935  5.03231  5.15741  6.60165  7.08039  7.50407  
-0.483333  -0.466667  4.87957  5.03198  5.15743  6.60215  7.08065  7.5037  
-0.483333  -0.45  4.87994  5.03144  5.15747  6.60299  7.08104  7.50306  
-0.483333  -0.433333  4.88045  5.03069  5.15752  6.60417  7.08151  7.50216  
-0.483333  -0.416667  4.88111  5.02974  5.15758  6.6057  7.08197  7.50099  
-0.483333  -0.4  4.8819  5.02859  5.15765  6.60759  7.08235  7.49953  
-0.483333  -0.383333  4.88282  5.02726  5.15771  6.60986  7.08251  7.49779  
-0.483333  -0.366667  4.88388  5.02577  5.15778  6.6125  7.08235  7.49576  
-0.483333  -0.35  4.88506  5.02412  5.15783  6.61553  7.08173  7.49344  
-0.483333  -0.333333  4.88636  5.02232  5.15787  6.61896  7.08052  7.49084  
-0.483333  -0.316667  4.88778  5.0204  5.1579  6.6228  7.0786  7.488  
-0.483333  -0.3  4.88929  5.01837  5.15791  6.62704  7.07587  7.48495  
-0.483333  -0.283333  4.8909  5.01624  5.1579  6.63168  7.07226  7.48172  
-0.483333  -0.266667  4.8926  5.01404  5.15787  6.63673  7.0677  7.47839  
-0.483333  -0.25  4.89436  5.01177  5.15782  6.64216  7.06219  7.475  
-0.483333  -0.233333  4.89619  5.00947  5.15774  6.64796  7.05576  7.47161  
-0.483333  -0.216667  4.89806  5.00714  5.15765  6.65411  7.04847  7.46829  
-0.483333  -0.2  4.89996  5.0048  5.15755  6.66055  7.04041  7.46507  
-0.483333  -0.183333  4.90186  5.00249  5.15743  6.66726  7.03173  7.46202  
-0.483333  -0.166667  4.90376  5.00022  5.1573  6.67415  7.02257  7.45915  
-0.483333  -0.15  4.90562  4.99802  5.15716  6.68115  7.01314  7.45651  
-0.483333  -0.133333  4.90741  4.99592  5.15703  6.68815  7.00362  7.45411  
-0.483333  -0.116667  4.90912  4.99394  5.1569  6.69503  6.99426  7.45197  
-0.483333  -0.1  4.91069  4.99212  5.15677  6.70164  6.9853  7.4501  
-0.483333  -0.0833333  4.91212  4.9905  5.15666  6.70779  6.977  7.44851  
-0.483333  -0.0666667  4.91334  4.98911  5.15656  6.71328  6.96966  7.44721  
